824.0,12.0,875.0,7.0,877.0,24.0,826.0,29.0,aa 588
945.0,41.0,1016.0,24.0,1024.0,60.0,953.0,76.0,T 1
814.0,145.0,897.0,137.0,899.0,155.0,816.0,163.0,e OBK
650.0,162.0,721.0,155.0,723.0,175.0,652.0,182.0,WI SALE 3
818.0,0.0,864.0,0.0,864.0,8.0,818.0,8.0,AH
945.0,12.0,1014.0,-6.0,1022.0,22.0,954.0,41.0,ANCN7HE
814.0,50.0,887.0,44.0,889.0,62.0,816.0,68.0,LOS ANGEES
10.0,41.0,94.0,44.0,93.0,72.0,9.0,69.0,ATaMa
822.0,70.0,886.0,70.0,886.0,86.0,822.0,86.0,AISCORGRT
416.0,88.0,508.0,88.0,508.0,110.0,416.0,110.0,ROBINSONS
546.0,66.0,568.0,64.0,577.0,155.0,554.0,157.0,LEVOS
828.0,108.0,884.0,108.0,884.0,122.0,828.0,122.0,HBOMBN
1072.0,114.0,1106.0,114.0,1106.0,140.0,1072.0,140.0,gi
828.0,128.0,883.0,121.0,885.0,136.0,830.0,143.0,HEWYOAR
649.0,148.0,719.0,138.0,722.0,157.0,652.0,167.0,BUNG I THE
958.0,144.0,1018.0,144.0,1018.0,178.0,958.0,178.0,02
830.0,203.0,875.0,197.0,876.0,211.0,832.0,217.0,SNGAPO
