70.0,92.0,280.0,59.0,290.0,122.0,80.0,155.0,Grisham Hic3or
405.0,469.0,422.0,460.0,460.0,529.0,442.0,538.0,A HEES
462.0,445.0,546.0,381.0,582.0,428.0,498.0,492.0,DeMile MIle
444.0,393.0,526.0,347.0,556.0,400.0,475.0,446.0,NFOD
366.0,233.0,470.0,191.0,485.0,228.0,381.0,270.0,HUNTED HUNTED
505.0,67.0,587.0,51.0,593.0,81.0,511.0,98.0,enovo- -enavo
101.0,38.0,227.0,25.0,233.0,84.0,107.0,97.0,John
401.0,52.0,497.0,33.0,507.0,84.0,411.0,104.0,HiGSoN
305.0,74.0,374.0,61.0,377.0,82.0,309.0,94.0,CHARLIE
595.0,71.0,645.0,62.0,650.0,93.0,600.0,101.0,Way
526.0,90.0,585.0,86.0,587.0,121.0,528.0,125.0,Way
-3.0,156.0,59.0,151.0,62.0,191.0,0.0,196.0,m
207.0,222.0,287.0,216.0,290.0,253.0,210.0,259.0,GI
183.0,268.0,324.0,226.0,336.0,265.0,195.0,307.0,Mouniain
-3.0,324.0,51.0,318.0,55.0,349.0,0.0,355.0,N
-11.0,362.0,104.0,320.0,119.0,359.0,2.0,402.0,Iniain
568.0,418.0,604.0,418.0,604.0,452.0,568.0,452.0,E
488.0,502.0,550.0,440.0,582.0,472.0,520.0,534.0,QUET
463.0,479.0,480.0,469.0,503.0,508.0,486.0,518.0,VVIU
801.0,404.0,877.0,460.0,767.0,609.0,691.0,553.0,usls
621.0,633.0,698.0,563.0,719.0,587.0,642.0,656.0,KKROWLNG
648.0,672.0,711.0,609.0,736.0,634.0,673.0,697.0,CASUAL
658.0,696.0,729.0,625.0,755.0,651.0,684.0,722.0,VACANCY
