672.0,456.0,709.0,452.0,711.0,472.0,674.0,475.0,1769 11249
1042.0,334.0,1086.0,334.0,1086.0,352.0,1042.0,352.0,2298 22198
278.0,182.0,328.0,182.0,328.0,192.0,278.0,192.0,NHew 
0.0,203.0,157.0,193.0,159.0,231.0,2.0,241.0,sAmsUnG
198.0,200.0,281.0,205.0,279.0,235.0,196.0,230.0,SNnSWUS
928.0,340.0,968.0,340.0,968.0,358.0,928.0,358.0,86955
852.0,344.0,888.0,344.0,888.0,360.0,852.0,360.0,8601
738.0,540.0,804.0,540.0,804.0,564.0,738.0,564.0,jaoe
840.0,610.0,892.0,610.0,892.0,642.0,840.0,642.0,299
668.0,604.0,712.0,604.0,712.0,652.0,668.0,652.0,17
936.0,695.0,1023.0,688.0,1025.0,720.0,939.0,727.0,S1198
