596.0,149.0,785.0,132.0,790.0,180.0,600.0,197.0,STUDENTS' PRICE
732.0,208.0,788.0,208.0,788.0,252.0,732.0,252.0,CET YOUR
743.0,272.0,842.0,252.0,849.0,282.0,749.0,302.0,AA5 3
771.0,90.0,890.0,71.0,896.0,108.0,777.0,127.0,IMAX
642.0,113.0,717.0,104.0,721.0,132.0,645.0,141.0,Ciwmln
340.0,214.0,488.0,174.0,510.0,256.0,363.0,297.0,JAX
740.0,252.0,796.0,242.0,801.0,268.0,745.0,278.0,STUOENI
373.0,283.0,469.0,274.0,472.0,308.0,376.0,317.0,VING
746.0,301.0,838.0,278.0,845.0,305.0,753.0,328.0,UICKLTS NOW
809.0,524.0,938.0,554.0,924.0,613.0,795.0,583.0,AI
