500.0,306.0,546.0,306.0,546.0,332.0,500.0,332.0,3 AA
552.0,222.0,588.0,222.0,588.0,242.0,552.0,242.0,% O
738.0,227.0,843.0,244.0,841.0,258.0,736.0,241.0,SRINMH AHI
704.0,196.0,774.0,204.0,771.0,229.0,701.0,221.0,HIOM
842.0,218.0,883.0,222.0,881.0,245.0,840.0,241.0,FOR
742.0,257.0,797.0,265.0,795.0,277.0,740.0,269.0,244522
580.0,268.0,645.0,273.0,643.0,301.0,578.0,296.0,HERE
492.0,350.0,576.0,358.0,573.0,385.0,489.0,376.0,ROUND
480.0,449.0,547.0,455.0,545.0,476.0,478.0,469.0,RASaOOG
483.0,542.0,604.0,558.0,601.0,581.0,480.0,565.0,HETAE
0.0,616.0,20.0,616.0,20.0,652.0,0.0,652.0,6
