202.0,94.0,244.0,94.0,244.0,112.0,202.0,112.0,Have anice day
184.0,76.0,283.0,69.0,285.0,89.0,186.0,97.0,for travelling with
329.0,286.0,507.0,263.0,512.0,301.0,334.0,324.0,0
868.0,0.0,978.0,0.0,978.0,22.0,868.0,22.0,YPO
917.0,24.0,1052.0,16.0,1056.0,84.0,921.0,92.0,Safe
109.0,84.0,189.0,79.0,191.0,100.0,110.0,105.0,Thank you
906.0,100.0,1115.0,80.0,1125.0,177.0,915.0,198.0,purney
335.0,235.0,488.0,218.0,493.0,258.0,339.0,275.0,NOTICE
412.0,344.0,446.0,344.0,446.0,364.0,412.0,364.0,o
415.0,420.0,463.0,411.0,466.0,429.0,418.0,438.0,MOTIS
318.0,453.0,534.0,415.0,537.0,432.0,321.0,470.0,Sabnar tintagringbetu seah
475.0,440.0,521.0,436.0,522.0,449.0,476.0,453.0,Y
