646.0,594.0,666.0,594.0,666.0,610.0,646.0,610.0,ND LLA HE WA OFT
646.0,494.0,670.0,494.0,670.0,510.0,646.0,510.0,ATE DE-G TOEXIT S
646.0,608.0,684.0,608.0,684.0,626.0,646.0,626.0,P NBdO
648.0,507.0,696.0,510.0,695.0,527.0,646.0,524.0,YOUR "SCAN
646.0,524.0,704.0,524.0,704.0,556.0,646.0,556.0,NOOYS 533 m
646.0,552.0,708.0,552.0,708.0,570.0,646.0,570.0,ATTHE DEF REA
822.0,264.0,884.0,264.0,884.0,278.0,822.0,278.0,NVTCIONW
648.0,468.0,744.0,474.0,743.0,491.0,647.0,485.0,DEARRES6DENTS
678.0,542.0,722.0,542.0,722.0,556.0,678.0,556.0,ALLEE
646.0,563.0,729.0,568.0,727.0,587.0,644.0,581.0,RIGHT HAND
648.0,582.0,678.0,582.0,678.0,596.0,648.0,596.0,MES
666.0,637.0,718.0,642.0,717.0,650.0,665.0,646.0,Sawin
