627.0,583.0,694.0,602.0,690.0,617.0,623.0,598.0,1oubot gnbou
35.0,112.0,91.0,123.0,84.0,159.0,28.0,148.0,3E ISON
36.0,150.0,66.0,150.0,66.0,174.0,36.0,174.0,L8 FALCOHO 0
63.0,194.0,173.0,222.0,168.0,242.0,58.0,215.0,sow oM
336.0,0.0,372.0,0.0,372.0,26.0,336.0,26.0,H
1224.0,160.0,1279.0,167.0,1277.0,181.0,1222.0,173.0,O
69.0,176.0,177.0,201.0,172.0,223.0,64.0,198.0,TOBACCO
172.0,226.0,202.0,226.0,202.0,248.0,172.0,248.0,8
578.0,448.0,612.0,448.0,612.0,478.0,578.0,478.0,0
642.0,466.0,674.0,466.0,674.0,494.0,642.0,494.0,0
727.0,477.0,791.0,496.0,786.0,514.0,721.0,496.0,esH
838.0,510.0,896.0,515.0,893.0,538.0,836.0,533.0,yogep
554.0,558.0,602.0,567.0,599.0,583.0,551.0,574.0,455
532.0,584.0,560.0,584.0,560.0,602.0,532.0,602.0,8a
564.0,591.0,603.0,598.0,599.0,617.0,561.0,610.0,U
815.0,597.0,861.0,607.0,857.0,626.0,810.0,616.0,oM
865.0,612.0,955.0,635.0,950.0,654.0,860.0,632.0,idoboo
856.0,637.0,945.0,659.0,940.0,678.0,851.0,656.0,SLEN
987.0,669.0,1079.0,687.0,1075.0,708.0,983.0,690.0,3V
