488.0,32.0,550.0,32.0,550.0,58.0,488.0,58.0,K Z
544.0,294.0,596.0,294.0,596.0,312.0,544.0,312.0,finance 8
488.0,0.0,560.0,2.0,559.0,19.0,487.0,16.0,9
528.0,60.0,560.0,60.0,560.0,70.0,528.0,70.0,A
492.0,74.0,564.0,74.0,564.0,94.0,492.0,94.0,HaAHOr
888.0,104.0,943.0,95.0,947.0,122.0,893.0,132.0,LEGO
286.0,192.0,352.0,192.0,352.0,212.0,286.0,212.0,,
837.0,254.0,911.0,251.0,912.0,271.0,838.0,274.0,dhidnnlnly
606.0,288.0,673.0,282.0,675.0,301.0,608.0,307.0,investment
702.0,587.0,751.0,575.0,756.0,597.0,707.0,609.0,RADE
