18.0,216.0,94.0,216.0,94.0,242.0,18.0,242.0,Yavdd
226.0,223.0,319.0,228.0,317.0,254.0,224.0,249.0,PRADA
470.0,266.0,508.0,266.0,508.0,276.0,470.0,276.0,P1110
734.0,264.0,799.0,277.0,794.0,304.0,729.0,291.0,PRADA
468.0,288.0,500.0,288.0,500.0,298.0,468.0,298.0,W2Y02
1220.0,378.0,1266.0,378.0,1266.0,390.0,1220.0,390.0,VOTAU
938.0,536.0,966.0,536.0,966.0,554.0,938.0,554.0,QQr
940.0,556.0,966.0,556.0,966.0,592.0,940.0,592.0,88
896.0,615.0,943.0,620.0,941.0,637.0,894.0,631.0,L33934
944.0,624.0,968.0,624.0,968.0,638.0,944.0,638.0,5
