546.0,242.0,596.0,242.0,596.0,266.0,546.0,266.0,Hong Kong
578.0,517.0,631.0,520.0,629.0,546.0,576.0,543.0,GuiN 4n0g
542.0,94.0,607.0,89.0,609.0,114.0,544.0,119.0,AG
574.0,296.0,626.0,296.0,626.0,320.0,574.0,320.0,S C A
570.0,405.0,661.0,415.0,659.0,442.0,567.0,433.0,0019 Sa014aN
593.0,459.0,653.0,470.0,648.0,498.0,588.0,487.0,Xa3N A3
562.0,152.0,604.0,152.0,604.0,176.0,562.0,176.0,A
558.0,182.0,613.0,178.0,615.0,203.0,560.0,207.0,Spain
550.0,212.0,630.0,212.0,630.0,234.0,550.0,234.0,KUEL 
554.0,268.0,642.0,268.0,642.0,294.0,554.0,294.0,odefus
578.0,382.0,642.0,382.0,642.0,408.0,578.0,408.0,8pW
596.0,543.0,671.0,558.0,666.0,584.0,591.0,569.0,Malaysio
612.0,572.0,661.0,580.0,656.0,608.0,608.0,599.0,QIipui
