522.0,624.0,564.0,624.0,564.0,646.0,522.0,646.0,5for s10
694.0,596.0,722.0,596.0,722.0,610.0,694.0,610.0,ors 1018
411.0,15.0,562.0,55.0,538.0,148.0,386.0,108.0,AN4 S
594.0,354.0,638.0,354.0,638.0,378.0,594.0,378.0,KE Hn
602.0,100.0,707.0,149.0,691.0,182.0,586.0,133.0,ONO7913OOATY
655.0,168.0,696.0,182.0,690.0,199.0,649.0,186.0,M
968.0,232.0,1034.0,232.0,1034.0,254.0,968.0,254.0,ONIdIE
542.0,268.0,578.0,268.0,578.0,286.0,542.0,286.0,10B
550.0,286.0,603.0,281.0,605.0,302.0,552.0,307.0,FACTORY
560.0,306.0,596.0,306.0,596.0,322.0,560.0,322.0,3O18A
598.0,402.0,640.0,402.0,640.0,424.0,598.0,424.0,F7YS
390.0,506.0,416.0,506.0,416.0,528.0,390.0,528.0,IN
710.0,568.0,743.0,572.0,741.0,585.0,708.0,581.0,S
518.0,584.0,602.0,584.0,602.0,624.0,518.0,624.0,Np98RNY
