449.0,198.0,509.0,189.0,511.0,208.0,452.0,217.0,Feminine Cre
455.0,148.0,525.0,138.0,527.0,156.0,458.0,166.0,er d
342.0,321.0,436.0,307.0,440.0,338.0,347.0,352.0,ofing Cofin
582.0,90.0,634.0,90.0,634.0,136.0,582.0,136.0,1
318.0,190.0,411.0,184.0,414.0,223.0,320.0,229.0,Dowr
642.0,210.0,674.0,210.0,674.0,236.0,642.0,236.0,1
329.0,225.0,413.0,213.0,417.0,240.0,332.0,252.0,PARFU
18.0,332.0,58.0,332.0,58.0,352.0,18.0,352.0,33
9.0,363.0,86.0,349.0,90.0,368.0,13.0,382.0,FACWLCEE
-5.0,488.0,74.0,472.0,81.0,507.0,1.0,523.0,TIONS
