852.0,467.0,891.0,477.0,889.0,486.0,850.0,477.0,SDANY Dw8m
852.0,440.0,892.0,448.0,889.0,461.0,850.0,452.0,M CSNI AB6
848.0,360.0,898.0,360.0,898.0,374.0,848.0,374.0,S KP
856.0,532.0,894.0,543.0,890.0,556.0,853.0,545.0,POWTE DOTIDE
841.0,119.0,879.0,109.0,882.0,121.0,844.0,131.0,NCIA54
154.0,196.0,218.0,199.0,217.0,222.0,153.0,219.0,01)
840.0,238.0,903.0,232.0,905.0,246.0,842.0,252.0,DGPW
844.0,278.0,898.0,278.0,898.0,290.0,844.0,290.0,MG0XD
844.0,294.0,868.0,294.0,868.0,304.0,844.0,304.0,m0
846.0,306.0,882.0,306.0,882.0,318.0,846.0,318.0,HOO(m
77.0,332.0,165.0,329.0,166.0,343.0,78.0,346.0,LOVE STORY
730.0,342.0,780.0,342.0,780.0,354.0,730.0,354.0,566035301
100.0,344.0,144.0,344.0,144.0,360.0,100.0,360.0,peppp
730.0,360.0,770.0,360.0,770.0,372.0,730.0,372.0,M
848.0,398.0,903.0,406.0,901.0,420.0,846.0,412.0,anii
854.0,480.0,905.0,495.0,902.0,508.0,851.0,493.0,mOTUCK
