852.0,20.0,904.0,20.0,904.0,34.0,852.0,34.0,aq P
1114.0,382.0,1148.0,382.0,1148.0,434.0,1114.0,434.0,1 Pric
1116.0,330.0,1156.0,330.0,1156.0,376.0,1116.0,376.0,r 4Pa
1144.0,505.0,1215.0,511.0,1213.0,539.0,1142.0,533.0,Safa Rive
1152.0,447.0,1209.0,450.0,1207.0,478.0,1150.0,475.0,Park Bird
1146.0,476.0,1220.0,476.0,1220.0,510.0,1146.0,510.0,t Safa Nigh
846.0,70.0,894.0,70.0,894.0,82.0,846.0,82.0,Kime ,
1170.0,94.0,1278.0,94.0,1278.0,156.0,1170.0,156.0,3X 5 ?
886.0,40.0,930.0,40.0,930.0,52.0,886.0,52.0,A90
1140.0,532.0,1278.0,549.0,1274.0,581.0,1137.0,564.0,Jnodebdis
