1024.0,272.0,1058.0,272.0,1058.0,300.0,1024.0,300.0,3m 51
574.0,21.0,894.0,32.0,891.0,121.0,571.0,110.0,Levi's
1018.0,190.0,1054.0,190.0,1054.0,220.0,1018.0,220.0,o8
1020.0,232.0,1054.0,232.0,1054.0,258.0,1020.0,258.0,1S
1026.0,312.0,1062.0,312.0,1062.0,338.0,1026.0,338.0,2
1028.0,356.0,1064.0,356.0,1064.0,382.0,1028.0,382.0,3S
0.0,400.0,20.0,400.0,20.0,430.0,0.0,430.0,01
1224.0,408.0,1278.0,408.0,1278.0,464.0,1224.0,464.0,E
1232.0,468.0,1282.0,476.0,1277.0,504.0,1227.0,495.0,SIHI
0.0,460.0,30.0,460.0,30.0,550.0,0.0,550.0,H80
