312.0,20.0,370.0,20.0,370.0,54.0,312.0,54.0,M C
740.0,62.0,868.0,62.0,868.0,114.0,740.0,114.0,S0 S0
760.0,321.0,905.0,333.0,903.0,358.0,758.0,346.0,S3 fusssao nends
768.0,348.0,794.0,348.0,794.0,368.0,768.0,368.0,2 CataLIaS H0 F2322320 S
340.0,82.0,396.0,85.0,395.0,101.0,339.0,97.0,Bacny
592.0,148.0,638.0,148.0,638.0,230.0,592.0,230.0,8K
788.0,284.0,883.0,292.0,881.0,313.0,786.0,305.0,GUU
762.0,299.0,907.0,313.0,905.0,335.0,760.0,321.0,u
862.0,382.0,1043.0,407.0,1041.0,428.0,860.0,403.0,3
871.0,406.0,1030.0,429.0,1027.0,450.0,868.0,427.0,1
